site,cropp,time,response,SE,df,lower.CL,upper.CL,.group,year,plant,location,planting,crop,gender,height,weight,planting1,doyp,harvest,doyh,dap
,,,,,,,,,2019,14,havelock,June ,corn,m,104,5.3,6/1/19,152,16-Sep,259,107
,,,,,,,,,2019,15,havelock,June ,corn,m,64,4.1,6/1/19,152,1-Aug,213,61
,,,,,,,,,2019,16,havelock,June ,corn,m,89,2.6,6/1/19,152,16-Sep,259,107
,,,,,,,,,2019,17,havelock,June ,corn,m,114,4.5,6/1/19,152,15-Sep,258,106
,,,,,,,,,2019,18,havelock,June ,corn,m,127,7.2,6/1/19,152,23-Sep,266,114
,,,,,,,,,2019,19,havelock,June ,corn,m,147,8.9,6/1/19,152,23-Sep,266,114
,,,,,,,,,2019,20,havelock,June ,corn,m,137,7.9,6/1/19,152,22-Sep,265,113
,,,,,,,,,2019,21,havelock,June ,corn,m,53,3.2,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,22,havelock,June ,corn,m,86,5.1,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,23,havelock,June ,corn,m,142,10.9,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,24,havelock,June ,corn,,,,,,,,
,,,,,,,,,2019,1,havelock,July,corn,f,58,0.5,7/2/19,183,26-Sep,269,86
,,,,,,,,,2019,2,havelock,July,corn,f,56,1,7/2/19,183,26-Sep,269,86
,,,,,,,,,2019,3,havelock,July,corn,f,25,0.5,7/2/19,183,19-Sep,262,79
,,,,,,,,,2019,4,havelock,July,corn,f,43,0.3,7/2/19,183,19-Sep,262,79
,,,,,,,,,2019,5,havelock,July,corn,f,46,1.1,7/2/19,183,19-Sep,262,79
,,,,,,,,,2019,6,havelock,July,corn,f,66,1.4,7/2/19,183,16-Sep,259,76
,,,,,,,,,2019,7,havelock,July,corn,f,94,4.7,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,8,havelock,July,corn,m,36,0.5,7/2/19,183,11-Sep,254,71
,,,,,,,,,2019,9,havelock,July,corn,m,41,0.6,7/2/19,183,11-Sep,254,71
,,,,,,,,,2019,10,havelock,July,corn,m,58,0.7,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,11,havelock,July,corn,m,48,0.7,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,12,havelock,July,corn,m,30,0.2,7/2/19,183,2-Aug,214,31
,,,,,,,,,2019,13,havelock,July,corn,m,53,0.9,7/2/19,183,19-Sep,262,79
,,,,,,,,,2019,14,havelock,July,corn,m,25,0.5,7/2/19,183,22-Sep,265,82
,,,,,,,,,2019,15,havelock,July,corn,m,25,0.8,7/2/19,183,9-Sep,252,69
,,,,,,,,,2019,16,havelock,July,corn,m,20,0.4,7/2/19,183,4-Aug,216,33
,,,,,,,,,2019,17,havelock,July,corn,m,46,0.5,7/2/19,183,23-Sep,266,83
,,,,,,,,,2019,18,havelock,July,corn,,,,,,,,
,,,,,,,,,2019,19,havelock,July,corn,,,,,,,,
,,,,,,,,,2019,20,havelock,July,corn,,,,,,,,
,,,,,,,,,2019,21,havelock,July,corn,,,,,,,,
,,,,,,,,,2019,22,havelock,July,corn,,,,,,,,
,,,,,,,,,2019,23,havelock,July,corn,,,,,,,,
,,,,,,,,,2019,24,havelock,July,corn,,,,,,,,
,,,,,,,,,2019,1,havelock,June ,soybean,F,130,26.9,6/1/19,152,4-Aug,216,64
,,,,,,,,,2019,2,havelock,June ,soybean,F,97,16.6,6/1/19,152,2-Aug,214,62
,,,,,,,,,2019,3,havelock,June ,soybean,F,104,11.3,6/1/19,152,4-Aug,216,64
,,,,,,,,,2019,4,havelock,June ,soybean,F,86,13.5,6/1/19,152,4-Aug,216,64
,,,,,,,,,2019,5,havelock,June ,soybean,F,107,19,6/1/19,152,1-Aug,213,61
,,,,,,,,,2019,6,havelock,June ,soybean,F,117,20.2,6/1/19,152,16-Sep,259,107
,,,,,,,,,2019,7,havelock,June ,soybean,F,91,33.7,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,8,havelock,June ,soybean,F,91,25.4,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,9,havelock,June ,soybean,F,89,8.8,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,10,havelock,June ,soybean,F,112,14.5,6/1/19,152,11-Sep,254,102
,,,,,,,,,2019,11,havelock,June ,soybean,F,97,16.6,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,12,havelock,June ,soybean,M,71,3.7,6/1/19,152,11-Jul,192,40
,,,,,,,,,2019,13,havelock,June ,soybean,M,107,27.8,6/1/19,152,11-Sep,254,102
,,,,,,,,,2019,14,havelock,June ,soybean,M,135,32.3,6/1/19,152,2-Aug,214,62
,,,,,,,,,2019,15,havelock,June ,soybean,M,99,24.2,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,16,havelock,June ,soybean,M,64,6.9,6/1/19,152,11-Jul,192,40
,,,,,,,,,2019,17,havelock,June ,soybean,M,86,5.9,6/1/19,152,9-Sep,252,100
,,,,,,,,,2019,18,havelock,June ,soybean,M,137,36.1,6/1/19,152,4-Aug,216,64
,,,,,,,,,2019,19,havelock,June ,soybean,M,91,8.4,6/1/19,152,21-Jul,202,50
,,,,,,,,,2019,20,havelock,June ,soybean,M,91,12.7,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,21,havelock,June ,soybean,M,79,9.5,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,22,havelock,June ,soybean,,,,,,,,
,,,,,,,,,2019,23,havelock,June ,soybean,,,,,,,,
,,,,,,,,,2019,24,havelock,June ,soybean,,,,,,,,
,,,,,,,,,2019,1,havelock,July,soybean,f,53,1,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,2,havelock,July,soybean,f,56,1.8,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,3,havelock,July,soybean,f,74,1.6,7/2/19,183,19-Sep,262,79
,,,,,,,,,2019,4,havelock,July,soybean,f,53,1.1,7/2/19,183,19-Sep,262,79
,,,,,,,,,2019,5,havelock,July,soybean,f,51,1.1,7/2/19,183,23-Sep,266,83
,,,,,,,,,2019,6,havelock,July,soybean,f,69,2.3,7/2/19,183,26-Sep,269,86
,,,,,,,,,2019,7,havelock,July,soybean,m,58,1.9,7/2/19,183,1-Aug,213,30
,,,,,,,,,2019,8,havelock,July,soybean,m,48,0.7,7/2/19,183,1-Aug,213,30
,,,,,,,,,2019,9,havelock,July,soybean,m,76,2.9,7/2/19,183,11-Sep,254,71
,,,,,,,,,2019,10,havelock,July,soybean,m,86,2.7,7/2/19,183,11-Sep,254,71
,,,,,,,,,2019,11,havelock,July,soybean,m,41,0.4,7/2/19,183,13-Sep,256,73
,,,,,,,,,2019,12,havelock,July,soybean,m,84,3.2,7/2/19,183,19-Sep,262,79
,,,,,,,,,2019,13,havelock,July,soybean,m,51,1.5,7/2/19,183,4-Aug,216,33
,,,,,,,,,2019,14,havelock,July,soybean,m,53,1.2,7/2/19,183,4-Aug,216,33
,,,,,,,,,2019,15,havelock,July,soybean,m,41,0.5,7/2/19,183,23-Sep,266,83
,,,,,,,,,2019,16,havelock,July,soybean,m,41,0.6,7/2/19,183,22-Sep,265,82
,,,,,,,,,2019,17,havelock,July,soybean,m,58,2.1,7/2/19,183,26-Sep,269,86
,,,,,,,,,2019,18,havelock,July,soybean,,,,,,,,
,,,,,,,,,2019,19,havelock,July,soybean,,,,,,,,
,,,,,,,,,2019,20,havelock,July,soybean,,,,,,,,
,,,,,,,,,2019,21,havelock,July,soybean,,,,,,,,
,,,,,,,,,2019,22,havelock,July,soybean,,,,,,,,
,,,,,,,,,2019,23,havelock,July,soybean,,,,,,,,
,,,,,,,,,2019,24,havelock,July,soybean,,,,,,,,
,,,,,,,,,2019,1,macomb,June ,fallow,f,71,103.2,6/1/19,152,2-Aug,214,62
,,,,,,,,,2019,2,macomb,June ,fallow,m,58,76.5,6/1/19,152,2-Aug,214,62
,,,,,,,,,2019,3,macomb,June ,fallow,f,77,51.6,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,4,macomb,June ,fallow,f,74,35,6/1/19,152,31-Jul,212,60
,,,,,,,,,2019,5,macomb,June ,fallow,m,41,29.6,6/1/19,152,27-Jul,208,56
,,,,,,,,,2019,6,macomb,June ,fallow,m,93,60.3,6/1/19,152,12-Aug,224,72
,,,,,,,,,2019,7,macomb,June ,fallow,m,47,6.7,6/1/19,152,12-Aug,224,72
,,,,,,,,,2019,8,macomb,June ,fallow,f,35.5,63.4,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,9,macomb,June ,fallow,m,28,1.4,6/1/19,152,10-Jul,191,39
,,,,,,,,,2019,10,macomb,June ,fallow,m,40,3.1,6/1/19,152,28-Jun,179,27
,,,,,,,,,2019,11,macomb,June ,fallow,m,14,1,6/1/19,152,1-Jul,182,30
,,,,,,,,,2019,12,macomb,June ,fallow,f,43,4.6,6/1/19,152,10-Jul,191,39
,,,,,,,,,2019,13,macomb,June ,fallow,m,47,10.1,6/1/19,152,8-Jul,189,37
,,,,,,,,,2019,14,macomb,June ,fallow,f,81,56.7,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,15,macomb,June ,fallow,f,86,71.3,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,16,macomb,June ,fallow,m,51,3.7,6/1/19,152,1-Jul,182,30
,,,,,,,,,2019,17,macomb,June ,fallow,m,56,31.8,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,18,macomb,June ,fallow,m,60,10.9,6/1/19,152,12-Jul,193,41
,,,,,,,,,2019,19,macomb,June ,fallow,f,31.5,34,6/1/19,152,5-Aug,217,65
,,,,,,,,,2019,20,macomb,June ,fallow,f,56,26.8,6/1/19,152,29-Jul,210,58
,,,,,,,,,2019,21,macomb,June ,fallow,m,56,7.3,6/1/19,152,1-Jul,182,30
,,,,,,,,,2019,22,macomb,June ,fallow,f,47,9.4,6/1/19,152,8-Jul,189,37
,,,,,,,,,2019,23,macomb,June ,fallow,m,16.5,0.6,6/1/19,152,5-Jul,186,34
,,,,,,,,,2019,24,macomb,June ,fallow,f,48.5,5.2,6/1/19,152,5-Jul,186,34
,,,,,,,,,2019,1,macomb,July,fallow,f,97,27.3,7/2/19,183,20-Aug,232,49
,,,,,,,,,2019,2,macomb,July,fallow,f,54,13.6,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,3,macomb,July,fallow,m,81,28.8,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,4,macomb,July,fallow,f,61,13.3,7/2/19,183,5-Aug,217,34
,,,,,,,,,2019,5,macomb,July,fallow,f,126,43.3,7/2/19,183,16-Aug,228,45
,,,,,,,,,2019,6,macomb,July,fallow,m,28,3.5,7/2/19,183,29-Jul,210,27
,,,,,,,,,2019,7,macomb,July,fallow,m,70,8,7/2/19,183,9-Aug,221,38
,,,,,,,,,2019,8,macomb,July,fallow,f,35,2.9,7/2/19,183,5-Aug,217,34
,,,,,,,,,2019,9,macomb,July,fallow,f,41,8.9,7/2/19,183,2-Aug,214,31
,,,,,,,,,2019,10,macomb,July,fallow,f,69,19,7/2/19,183,2-Aug,214,31
,,,,,,,,,2019,11,macomb,July,fallow,f,39,8.1,7/2/19,183,31-Jul,212,29
,,,,,,,,,2019,12,macomb,July,fallow,m,59,6.6,7/2/19,183,9-Aug,221,38
,,,,,,,,,2019,13,macomb,July,fallow,m,115,106.4,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,14,macomb,July,fallow,f,43,7.5,7/2/19,183,31-Jul,212,29
,,,,,,,,,2019,15,macomb,July,fallow,m,52,6.8,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,16,macomb,July,fallow,f,46,11.9,7/2/19,183,31-Jul,212,29
,,,,,,,,,2019,17,macomb,July,fallow,m,88,224.3,7/2/19,183,16-Aug,228,45
,,,,,,,,,2019,18,macomb,July,fallow,m,51,6.6,7/2/19,183,5-Aug,217,34
,,,,,,,,,2019,19,macomb,July,fallow,m,79,19.7,7/2/19,183,5-Aug,217,34
,,,,,,,,,2019,20,macomb,July,fallow,f,58,14.7,7/2/19,183,2-Aug,214,31
,,,,,,,,,2019,21,macomb,July,fallow,f,66,36.7,7/2/19,183,16-Aug,228,45
,,,,,,,,,2019,22,macomb,July,fallow,m,71,13,7/2/19,183,9-Aug,221,38
,,,,,,,,,2019,23,macomb,July,fallow,f,85,20,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,24,macomb,July,fallow,f,71,16.3,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,1,macomb,June ,corn,m,71,28.4,6/1/19,152,3-Jul,184,32
,,,,,,,,,2019,2,macomb,June ,corn,m,112,89.1,6/1/19,152,16-Aug,228,76
,,,,,,,,,2019,3,macomb,June ,corn,m,39,14.6,6/1/19,152,28-Jun,179,27
,,,,,,,,,2019,4,macomb,June ,corn,m,130,116.64,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,5,macomb,June ,corn,f,129,124.1,6/1/19,152,27-Jul,208,56
,,,,,,,,,2019,6,macomb,June ,corn,f,176,184.6,6/1/19,152,16-Aug,228,76
,,,,,,,,,2019,7,macomb,June ,corn,m,140,97.4,6/1/19,152,10-Jul,191,39
,,,,,,,,,2019,8,macomb,June ,corn,m,183,180.7,6/1/19,152,22-Jul,203,51
,,,,,,,,,2019,9,macomb,June ,corn,f,135,99.7,6/1/19,152,12-Aug,224,72
,,,,,,,,,2019,10,macomb,June ,corn,f,106,86.6,6/1/19,152,10-Jul,191,39
,,,,,,,,,2019,11,macomb,June ,corn,m,190,121.9,6/1/19,152,30-Aug,242,90
,,,,,,,,,2019,12,macomb,June ,corn,f,90,30.4,6/1/19,152,26-Aug,238,86
,,,,,,,,,2019,13,macomb,June ,corn,m,94,46.5,6/1/19,152,31-Jul,212,60
,,,,,,,,,2019,14,macomb,June ,corn,f,136,71.2,6/1/19,152,12-Aug,224,72
,,,,,,,,,2019,15,macomb,June ,corn,f,105,50,6/1/19,152,12-Aug,224,72
,,,,,,,,,2019,16,macomb,June ,corn,m,113,91.3,6/1/19,152,3-Jul,184,32
,,,,,,,,,2019,17,macomb,June ,corn,m,145,98.1,6/1/19,152,22-Jul,203,51
,,,,,,,,,2019,18,macomb,June ,corn,m,98,30.6,6/1/19,152,10-Jul,191,39
,,,,,,,,,2019,19,macomb,June ,corn,m,73,15,6/1/19,152,20-Aug,232,80
,,,,,,,,,2019,20,macomb,June ,corn,f,113,41.9,6/1/19,152,26-Aug,238,86
,,,,,,,,,2019,21,macomb,June ,corn,f,132,107.2,6/1/19,152,10-Jul,191,39
,,,,,,,,,2019,22,macomb,June ,corn,m,79,28.1,6/1/19,152,10-Jul,191,39
,,,,,,,,,2019,23,macomb,June ,corn,f,170,88.4,6/1/19,152,9-Aug,221,69
,,,,,,,,,2019,24,macomb,June ,corn,m,92,47.3,6/1/19,152,24-Jul,205,53
,,,,,,,,,2019,1,macomb,July,corn,m,75,11.5,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,2,macomb,July,corn,f,35,0.9,7/2/19,183,9-Aug,221,38
,,,,,,,,,2019,3,macomb,July,corn,f,52,1.3,7/2/19,183,9-Aug,221,38
,,,,,,,,,2019,4,macomb,July,corn,f,82,3,7/2/19,183,16-Aug,228,45
,,,,,,,,,2019,5,macomb,July,corn,f,34,0.6,7/2/19,183,30-Aug,242,59
,,,,,,,,,2019,6,macomb,July,corn,f,67,2.2,7/2/19,183,20-Aug,232,49
,,,,,,,,,2019,7,macomb,July,corn,f,79,2.9,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,8,macomb,July,corn,f,71,2.3,7/2/19,183,9-Aug,221,38
,,,,,,,,,2019,9,macomb,July,corn,m,79,1.9,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,10,macomb,July,corn,m,76,2.6,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,11,macomb,July,corn,f,55,,7/2/19,183,20-Aug,232,49
,,,,,,,,,2019,12,macomb,July,corn,f,55,1.2,7/2/19,183,20-Aug,232,49
,,,,,,,,,2019,13,macomb,July,corn,m,47,1.4,7/2/19,183,22-Aug,234,51
,,,,,,,,,2019,14,macomb,July,corn,f,48,2.3,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,15,macomb,July,corn,f,76,3.9,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,16,macomb,July,corn,f,37,1.7,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,17,macomb,July,corn,f,25,0.8,7/2/19,183,20-Aug,232,49
,,,,,,,,,2019,18,macomb,July,corn,m,68,2,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,19,macomb,July,corn,f,49,0.8,7/2/19,183,30-Aug,242,59
,,,,,,,,,2019,20,macomb,July,corn,f,74,2.1,7/2/19,183,30-Aug,242,59
,,,,,,,,,2019,21,macomb,July,corn,f,42,1.4,7/2/19,183,9-Aug,221,38
,,,,,,,,,2019,22,macomb,July,corn,m,40,0.6,7/2/19,183,20-Aug,232,49
,,,,,,,,,2019,23,macomb,July,corn,f,42,0.8,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,24,macomb,July,corn,,,,7/2/19,183,,0,-183
,,,,,,,,,2019,1,macomb,June ,soybean,f,48,6.3,6/1/19,152,8-Jul,189,37
,,,,,,,,,2019,2,macomb,June ,soybean,f,112,55.7,6/1/19,152,12-Aug,224,72
,,,,,,,,,2019,3,macomb,June ,soybean,m,39,3,6/1/19,152,26-Jun,177,25
,,,,,,,,,2019,4,macomb,June ,soybean,m,61,10.9,6/1/19,152,15-Jul,196,44
,,,,,,,,,2019,5,macomb,June ,soybean,f,64,14,6/1/19,152,12-Aug,224,72
,,,,,,,,,2019,6,macomb,June ,soybean,f,107,43.3,6/1/19,152,20-Aug,232,80
,,,,,,,,,2019,7,macomb,June ,soybean,m,69,10.7,6/1/19,152,1-Jul,182,30
,,,,,,,,,2019,8,macomb,June ,soybean,m,44,5,6/1/19,152,26-Jun,177,25
,,,,,,,,,2019,9,macomb,June ,soybean,f,80,12.9,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,10,macomb,June ,soybean,m,62,5.9,6/1/19,152,1-Jul,182,30
,,,,,,,,,2019,11,macomb,June ,soybean,f,63,9.6,6/1/19,152,5-Jul,186,34
,,,,,,,,,2019,12,macomb,June ,soybean,f,38,9.6,6/1/19,152,10-Jul,191,39
,,,,,,,,,2019,13,macomb,June ,soybean,f,80,27.5,6/1/19,152,18-Jul,199,47
,,,,,,,,,2019,14,macomb,June ,soybean,m,53,6.8,6/1/19,152,5-Jul,186,34
,,,,,,,,,2019,15,macomb,June ,soybean,f,38,8.2,6/1/19,152,3-Sep,246,94
,,,,,,,,,2019,16,macomb,June ,soybean,f,51,8.2,6/1/19,152,10-Jul,191,39
,,,,,,,,,2019,17,macomb,June ,soybean,f,67,7.4,6/1/19,152,27-Jul,208,56
,,,,,,,,,2019,18,macomb,June ,soybean,f,48,5.7,6/1/19,152,10-Jul,191,39
,,,,,,,,,2019,19,macomb,June ,soybean,m,41,4.7,6/1/19,152,26-Jun,177,25
,,,,,,,,,2019,20,macomb,June ,soybean,m,63,14.1,6/1/19,152,22-Jul,203,51
,,,,,,,,,2019,21,macomb,June ,soybean,m,53.5,14.2,6/1/19,152,16-Aug,228,76
,,,,,,,,,2019,22,macomb,June ,soybean,m,81,24.5,6/1/19,152,16-Aug,228,76
,,,,,,,,,2019,23,macomb,June ,soybean,m,48,8.1,6/1/19,152,3-Jul,184,32
,,,,,,,,,2019,24,macomb,June ,soybean,m,36,3.4,6/1/19,152,8-Jul,189,37
,,,,,,,,,2019,1,macomb,July,soybean,f,30,0.5,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,2,macomb,July,soybean,m,28.5,0.3,7/2/19,183,16-Aug,228,45
,,,,,,,,,2019,3,macomb,July,soybean,m,52,1.6,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,4,macomb,July,soybean,f,23.5,0.5,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,5,macomb,July,soybean,f,33,0.4,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,6,macomb,July,soybean,m,45.5,0.8,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,7,macomb,July,soybean,m,58,1.1,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,8,macomb,July,soybean,m,90,3.5,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,9,macomb,July,soybean,m,108,11.1,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,10,macomb,July,soybean,m,97,5.4,7/2/19,183,22-Aug,234,51
,,,,,,,,,2019,11,macomb,July,soybean,f,70,8.7,7/2/19,183,9-Aug,221,38
,,,,,,,,,2019,12,macomb,July,soybean,f,91,7.1,7/2/19,183,20-Aug,232,49
,,,,,,,,,2019,13,macomb,July,soybean,m,82,6,7/2/19,183,16-Aug,228,45
,,,,,,,,,2019,14,macomb,July,soybean,f,92,13.3,7/2/19,183,20-Aug,232,49
,,,,,,,,,2019,15,macomb,July,soybean,f,95,9.1,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,16,macomb,July,soybean,f,73,4,7/2/19,183,20-Aug,232,49
,,,,,,,,,2019,17,macomb,July,soybean,m,83,3.1,7/2/19,183,12-Aug,224,41
,,,,,,,,,2019,18,macomb,July,soybean,m,38,0.8,7/2/19,183,29-Jul,210,27
,,,,,,,,,2019,19,macomb,July,soybean,f,74,3.9,7/2/19,183,16-Aug,228,45
,,,,,,,,,2019,20,macomb,July,soybean,m,71,3.5,7/2/19,183,16-Aug,228,45
,,,,,,,,,2019,21,macomb,July,soybean,m,49,1,7/2/19,183,26-Aug,238,55
,,,,,,,,,2019,22,macomb,July,soybean,f,20.5,4.3,7/2/19,183,5-Aug,217,34
,,,,,,,,,2019,23,macomb,July,soybean,m,32,1,7/2/19,183,27-Jul,208,25
,,,,,,,,,2019,24,macomb,July,soybean,m,31,0.8,7/2/19,183,24-Jul,205,22
